I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
63.44,161.04,97.6,-112.24,-19.52,126.88,112.24,326.96,185.44,136.64,136.64,146.4
78.08,170.8,92.72,-122,-9.76,131.76,122,326.96,185.44,141.52,146.4,151.28
73.2,156.16,82.96,-112.24,-4.88,117.12,112.24,317.2,180.56,136.64,141.52,151.28
63.44,136.64,73.2,-97.6,-4.88,102.48,107.36,307.44,185.44,136.64,141.52,141.52
63.44,131.76,68.32,-97.6,-4.88,97.6,102.48,297.68,175.68,136.64,131.76,146.4
58.56,117.12,58.56,-87.84,0,87.84,87.84,273.28,165.92,122,122,131.76
58.56,102.48,43.92,-78.08,4.88,73.2,82.96,263.52,161.04,117.12,117.12,126.88
58.56,102.48,43.92,-78.08,4.88,73.2,87.84,248.88,161.04,117.12,117.12,122
73.2,122,48.8,-97.6,9.76,82.96,82.96,244,161.04,112.24,112.24,122
68.32,112.24,43.92,-87.84,9.76,78.08,82.96,234.24,156.16,112.24,102.48,117.12
58.56,92.72,34.16,-73.2,9.76,63.44,82.96,219.6,151.28,107.36,92.72,112.24
63.44,87.84,24.4,-73.2,19.52,53.68,78.08,204.96,136.64,92.72,82.96,97.6
63.44,78.08,14.64,-68.32,24.4,43.92,58.56,190.32,122,78.08,73.2,82.96
48.8,73.2,24.4,-58.56,9.76,48.8,53.68,170.8,122,73.2,63.44,73.2
48.8,73.2,24.4,-58.56,9.76,48.8,58.56,156.16,107.36,63.44,58.56,68.32
53.68,68.32,14.64,-58.56,19.52,39.04,48.8,146.4,97.6,48.8,48.8,58.56
39.04,58.56,19.52,-48.8,9.76,39.04,39.04,126.88,87.84,43.92,34.16,48.8
48.8,73.2,24.4,-58.56,9.76,48.8,43.92,112.24,87.84,39.04,29.28,43.92
39.04,58.56,19.52,-48.8,9.76,39.04,39.04,102.48,68.32,29.28,14.64,24.4
24.4,48.8,24.4,-34.16,0,34.16,34.16,87.84,58.56,19.52,4.88,19.52
14.64,34.16,19.52,-24.4,-4.88,24.4,34.16,78.08,43.92,14.64,0,9.76
9.76,19.52,9.76,-14.64,0,14.64,29.28,63.44,34.16,4.88,-14.64,0
4.88,19.52,14.64,-9.76,-4.88,14.64,29.28,58.56,24.4,0,-14.64,0
4.88,4.88,0,-4.88,0,0,24.4,43.92,19.52,0,-19.52,-9.76
