I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
63.44,78.08,14.64,-68.32,24.4,43.92,24.4,43.92,-68.32,185.44,4.88,82.96
43.92,63.44,19.52,-53.68,9.76,39.04,19.52,24.4,-78.08,175.68,0,87.84
9.76,34.16,24.4,-19.52,-9.76,29.28,14.64,14.64,-87.84,170.8,-9.76,78.08
29.28,34.16,4.88,-29.28,9.76,19.52,9.76,29.28,-102.48,156.16,-19.52,63.44
9.76,29.28,19.52,-19.52,-4.88,24.4,9.76,4.88,-97.6,151.28,-24.4,63.44
43.92,68.32,24.4,-53.68,9.76,43.92,29.28,14.64,-82.96,161.04,-9.76,78.08
34.16,43.92,9.76,-39.04,9.76,24.4,14.64,19.52,-102.48,156.16,-19.52,63.44
29.28,34.16,4.88,-29.28,9.76,19.52,4.88,4.88,-117.12,141.52,-29.28,58.56
9.76,4.88,-4.88,-4.88,4.88,0,-14.64,4.88,-131.76,122,-43.92,43.92
53.68,68.32,14.64,-58.56,19.52,39.04,0,9.76,-117.12,136.64,-29.28,63.44
73.2,82.96,9.76,-78.08,29.28,43.92,9.76,14.64,-117.12,136.64,-29.28,58.56
29.28,29.28,0,-29.28,14.64,14.64,0,-4.88,-136.64,112.24,-39.04,48.8
43.92,58.56,14.64,-48.8,14.64,34.16,14.64,0,-117.12,136.64,-34.16,58.56
14.64,29.28,14.64,-19.52,0,19.52,9.76,-9.76,-141.52,126.88,-39.04,53.68
-29.28,-9.76,19.52,19.52,-24.4,4.88,0,-9.76,-156.16,112.24,-48.8,43.92
24.4,29.28,4.88,-24.4,9.76,14.64,4.88,-9.76,-151.28,102.48,-58.56,39.04
9.76,4.88,-4.88,-4.88,4.88,0,-9.76,-24.4,-156.16,97.6,-68.32,19.52
0,4.88,4.88,0,-4.88,4.88,0,-19.52,-156.16,92.72,-68.32,24.4
19.52,29.28,9.76,-24.4,4.88,19.52,19.52,19.52,-126.88,102.48,-53.68,34.16
14.64,29.28,14.64,-19.52,0,19.52,9.76,4.88,-146.4,87.84,-68.32,14.64
