I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
73.2,63.44,-9.76,-68.32,39.04,24.4,29.28,63.44,29.28,87.84,87.84,63.44
34.16,43.92,9.76,-39.04,9.76,24.4,34.16,82.96,29.28,87.84,87.84,68.32
4.88,29.28,24.4,-14.64,-9.76,24.4,39.04,92.72,24.4,87.84,87.84,73.2
9.76,29.28,19.52,-19.52,-4.88,24.4,34.16,48.8,24.4,82.96,92.72,68.32
0,34.16,34.16,-14.64,-19.52,34.16,53.68,39.04,34.16,87.84,102.48,68.32
19.52,39.04,19.52,-29.28,0,29.28,53.68,43.92,29.28,78.08,87.84,53.68
19.52,24.4,4.88,-19.52,4.88,14.64,58.56,58.56,34.16,78.08,82.96,53.68
24.4,19.52,-4.88,-19.52,14.64,4.88,53.68,78.08,29.28,82.96,87.84,53.68
4.88,29.28,24.4,-14.64,-9.76,24.4,63.44,58.56,34.16,97.6,97.6,63.44
-14.64,9.76,24.4,4.88,-19.52,14.64,58.56,43.92,34.16,92.72,97.6,73.2
-9.76,4.88,14.64,4.88,-14.64,9.76,53.68,48.8,39.04,87.84,92.72,73.2
-39.04,-4.88,34.16,24.4,-39.04,14.64,58.56,63.44,43.92,92.72,87.84,73.2
-53.68,-4.88,48.8,29.28,-53.68,19.52,63.44,68.32,43.92,92.72,87.84,63.44
-53.68,4.88,58.56,24.4,-58.56,29.28,68.32,34.16,48.8,87.84,82.96,63.44
-58.56,-9.76,48.8,34.16,-53.68,19.52,73.2,9.76,43.92,87.84,82.96,58.56
-63.44,-9.76,53.68,39.04,-58.56,19.52,78.08,19.52,48.8,97.6,87.84,58.56
-78.08,-9.76,68.32,43.92,-73.2,29.28,82.96,39.04,53.68,92.72,87.84,58.56
-112.24,-9.76,102.48,63.44,-107.36,43.92,78.08,53.68,48.8,92.72,82.96,68.32
-48.8,0,48.8,24.4,-48.8,24.4,58.56,9.76,34.16,78.08,63.44,43.92
-68.32,-43.92,24.4,58.56,-48.8,-9.76,43.92,-24.4,19.52,63.44,48.8,34.16
-102.48,-68.32,34.16,87.84,-68.32,-19.52,43.92,-19.52,9.76,53.68,43.92,24.4
-53.68,-4.88,48.8,29.28,-53.68,19.52,58.56,19.52,29.28,73.2,63.44,48.8
-48.8,4.88,53.68,24.4,-53.68,29.28,73.2,43.92,43.92,92.72,73.2,58.56
-58.56,4.88,63.44,29.28,-63.44,34.16,82.96,14.64,58.56,97.6,82.96,73.2
-58.56,4.88,63.44,29.28,-63.44,34.16,82.96,-14.64,58.56,97.6,87.84,78.08
-48.8,-9.76,39.04,29.28,-43.92,14.64,73.2,-24.4,48.8,82.96,78.08,63.44
-48.8,-14.64,34.16,34.16,-43.92,9.76,68.32,-14.64,39.04,82.96,73.2,53.68
-39.04,-14.64,24.4,29.28,-34.16,4.88,73.2,9.76,43.92,87.84,78.08,63.44
-63.44,-4.88,58.56,34.16,-63.44,24.4,82.96,4.88,58.56,97.6,87.84,73.2
-78.08,-14.64,63.44,48.8,-73.2,24.4,78.08,-9.76,53.68,97.6,82.96,73.2
-78.08,-24.4,53.68,53.68,-68.32,14.64,73.2,-9.76,43.92,92.72,78.08,68.32
-122,-14.64,107.36,68.32,-117.12,43.92,87.84,29.28,58.56,107.36,97.6,87.84
-82.96,-19.52,63.44,53.68,-73.2,19.52,73.2,19.52,43.92,97.6,82.96,68.32
-34.16,-14.64,19.52,24.4,-29.28,0,63.44,-24.4,34.16,82.96,73.2,58.56
-53.68,4.88,58.56,24.4,-58.56,29.28,82.96,-24.4,53.68,92.72,87.84,73.2
-68.32,-4.88,63.44,39.04,-68.32,29.28,82.96,-19.52,58.56,92.72,87.84,68.32
-78.08,-24.4,53.68,53.68,-68.32,14.64,68.32,0,53.68,92.72,87.84,68.32
-82.96,-34.16,48.8,58.56,-68.32,4.88,73.2,14.64,48.8,92.72,87.84,73.2
-78.08,-9.76,68.32,43.92,-73.2,29.28,68.32,-4.88,48.8,97.6,87.84,68.32
-68.32,-9.76,58.56,39.04,-63.44,24.4,68.32,-24.4,48.8,97.6,78.08,63.44
-87.84,-29.28,58.56,58.56,-73.2,14.64,73.2,-4.88,53.68,97.6,78.08,68.32
-87.84,-24.4,63.44,58.56,-78.08,19.52,87.84,29.28,63.44,102.48,68.32,53.68
-82.96,9.76,92.72,39.04,-87.84,48.8,131.76,97.6,102.48,126.88,58.56,48.8
-136.64,29.28,165.92,53.68,-151.28,97.6,170.8,122,151.28,156.16,43.92,34.16
-204.96,39.04,244,82.96,-224.48,141.52,229.36,161.04,214.72,204.96,43.92,29.28
-253.76,68.32,322.08,92.72,-287.92,195.2,273.28,234.24,273.28,263.52,53.68,43.92
