I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-24.4,-39.04,-14.64,34.16,-4.88,-29.28,43.92,63.44,4.88,-19.52,-39.04,-24.4
-19.52,-24.4,-4.88,24.4,-9.76,-14.64,43.92,63.44,4.88,-29.28,-39.04,-29.28
-14.64,-19.52,-4.88,19.52,-4.88,-14.64,39.04,68.32,4.88,-29.28,-43.92,-29.28
-14.64,-53.68,-39.04,34.16,9.76,-48.8,39.04,68.32,9.76,-24.4,-39.04,-34.16
-9.76,-53.68,-43.92,34.16,14.64,-48.8,34.16,68.32,4.88,-29.28,-43.92,-29.28
-24.4,-43.92,-19.52,34.16,-4.88,-34.16,29.28,63.44,9.76,-24.4,-39.04,-34.16
-29.28,-39.04,-9.76,34.16,-9.76,-24.4,29.28,58.56,4.88,-24.4,-43.92,-34.16
-29.28,-39.04,-9.76,34.16,-9.76,-24.4,29.28,48.8,0,-24.4,-48.8,-34.16
-53.68,-73.2,-19.52,63.44,-19.52,-48.8,34.16,53.68,4.88,-24.4,-48.8,-34.16
-24.4,-43.92,-19.52,34.16,-4.88,-34.16,39.04,68.32,14.64,-14.64,-34.16,-24.4
19.52,0,-19.52,-9.76,19.52,-9.76,48.8,73.2,14.64,-9.76,-34.16,-19.52
-4.88,-14.64,-9.76,9.76,0,-14.64,43.92,63.44,4.88,-24.4,-43.92,-34.16
-24.4,-48.8,-24.4,39.04,0,-39.04,24.4,58.56,0,-34.16,-58.56,-43.92
-34.16,-48.8,-14.64,43.92,-9.76,-34.16,34.16,68.32,9.76,-24.4,-43.92,-39.04
0,-4.88,-4.88,4.88,0,-4.88,43.92,73.2,14.64,-9.76,-34.16,-19.52
24.4,34.16,9.76,-29.28,4.88,19.52,53.68,73.2,24.4,4.88,-19.52,-14.64
-9.76,4.88,14.64,4.88,-14.64,9.76,43.92,68.32,19.52,-4.88,-29.28,-14.64
4.88,14.64,9.76,-9.76,-4.88,9.76,53.68,73.2,19.52,0,-19.52,-9.76
14.64,14.64,0,-14.64,4.88,4.88,53.68,73.2,14.64,-4.88,-24.4,-9.76
4.88,9.76,4.88,-4.88,0,4.88,48.8,68.32,9.76,-9.76,-29.28,-14.64
