I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
63.44,-73.2,-136.64,4.88,97.6,-107.36,-39.04,-53.68,24.4,68.32,126.88,107.36
73.2,-53.68,-126.88,-9.76,97.6,-92.72,-43.92,-58.56,29.28,78.08,146.4,122
53.68,-68.32,-122,9.76,87.84,-97.6,-43.92,-68.32,24.4,78.08,141.52,117.12
58.56,-63.44,-122,4.88,87.84,-92.72,-48.8,-73.2,19.52,73.2,126.88,117.12
63.44,-48.8,-112.24,-4.88,87.84,-82.96,-58.56,-73.2,24.4,78.08,126.88,112.24
73.2,-39.04,-112.24,-14.64,92.72,-78.08,-58.56,-73.2,39.04,78.08,126.88,107.36
63.44,-58.56,-122,0,92.72,-92.72,-48.8,-68.32,39.04,73.2,117.12,92.72
78.08,-53.68,-131.76,-9.76,102.48,-92.72,-43.92,-58.56,48.8,73.2,126.88,102.48
112.24,-43.92,-156.16,-34.16,131.76,-102.48,-29.28,-53.68,48.8,82.96,136.64,102.48
131.76,-43.92,-175.68,-43.92,151.28,-112.24,-19.52,-48.8,43.92,78.08,146.4,122
97.6,-87.84,-185.44,-4.88,141.52,-136.64,-14.64,-53.68,24.4,68.32,146.4,122
117.12,-78.08,-195.2,-19.52,156.16,-136.64,-19.52,-58.56,14.64,58.56,146.4,141.52
122,-87.84,-209.84,-14.64,165.92,-151.28,-9.76,-68.32,4.88,53.68,151.28,146.4
117.12,-92.72,-209.84,-9.76,161.04,-151.28,-14.64,-82.96,-4.88,43.92,146.4,146.4
126.88,-92.72,-219.6,-14.64,170.8,-156.16,-14.64,-78.08,0,48.8,156.16,165.92
141.52,-78.08,-219.6,-29.28,180.56,-151.28,-24.4,-92.72,-9.76,34.16,161.04,175.68
146.4,-97.6,-244,-24.4,195.2,-170.8,-19.52,-102.48,-24.4,14.64,156.16,170.8
170.8,-102.48,-273.28,-34.16,219.6,-190.32,-19.52,-117.12,-34.16,4.88,161.04,200.08
190.32,-122,-312.32,-34.16,248.88,-219.6,-14.64,-126.88,-53.68,0,190.32,234.24
258.64,-87.84,-346.48,-82.96,302.56,-219.6,-14.64,-131.76,-68.32,-9.76,229.36,297.68
292.8,-102.48,-395.28,-92.72,341.6,-248.88,-34.16,-175.68,-122,-29.28,268.4,370.88
341.6,-92.72,-434.32,-122,385.52,-263.52,-63.44,-219.6,-146.4,-39.04,326.96,458.72
419.68,-53.68,-473.36,-180.56,444.08,-263.52,-87.84,-244,-161.04,-29.28,400.16,575.84
512.4,-4.88,-517.28,-253.76,512.4,-263.52,-117.12,-268.4,-156.16,-4.88,483.12,707.6
556.32,14.64,-541.68,-283.04,546.56,-263.52,-136.64,-258.64,-122,34.16,556.32,790.56
605.12,58.56,-546.56,-331.84,575.84,-244,-131.76,-219.6,-58.56,73.2,600.24,863.76
