I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-19.52,-14.64,4.88,19.52,-14.64,-4.88,29.28,122,39.04,82.96,48.8,-73.2
-14.64,-9.76,4.88,14.64,-9.76,-4.88,34.16,107.36,43.92,53.68,48.8,-78.08
-4.88,-4.88,0,4.88,-4.88,-4.88,43.92,102.48,48.8,39.04,34.16,-73.2
-14.64,-4.88,9.76,9.76,-14.64,0,34.16,87.84,34.16,14.64,19.52,-82.96
-24.4,-4.88,19.52,14.64,-24.4,4.88,29.28,73.2,34.16,0,14.64,-82.96
-24.4,-4.88,19.52,14.64,-24.4,4.88,34.16,78.08,34.16,-14.64,9.76,-82.96
-19.52,9.76,29.28,4.88,-24.4,19.52,29.28,63.44,34.16,-24.4,14.64,-82.96
0,19.52,19.52,-9.76,-9.76,19.52,19.52,48.8,19.52,-39.04,0,-82.96
-4.88,19.52,24.4,-4.88,-14.64,19.52,19.52,39.04,19.52,-58.56,-14.64,-78.08
-14.64,9.76,24.4,4.88,-19.52,14.64,24.4,43.92,19.52,-63.44,-19.52,-78.08
-24.4,-9.76,14.64,19.52,-19.52,0,14.64,24.4,9.76,-78.08,-34.16,-78.08
-29.28,-9.76,19.52,19.52,-24.4,4.88,29.28,24.4,19.52,-82.96,-34.16,-78.08
-39.04,-4.88,34.16,24.4,-39.04,14.64,39.04,34.16,29.28,-82.96,-29.28,-68.32
-34.16,-9.76,24.4,24.4,-29.28,4.88,34.16,34.16,19.52,-87.84,-34.16,-73.2
-39.04,-9.76,29.28,24.4,-34.16,9.76,24.4,24.4,24.4,-97.6,-43.92,-87.84
-39.04,-14.64,24.4,29.28,-34.16,4.88,29.28,14.64,14.64,-97.6,-48.8,-87.84
-48.8,-14.64,34.16,34.16,-43.92,9.76,24.4,4.88,4.88,-102.48,-48.8,-92.72
-43.92,-4.88,39.04,24.4,-43.92,14.64,24.4,4.88,14.64,-97.6,-48.8,-73.2
-24.4,4.88,29.28,9.76,-29.28,14.64,29.28,14.64,19.52,-92.72,-43.92,-63.44
-39.04,-9.76,29.28,24.4,-34.16,9.76,24.4,14.64,14.64,-102.48,-48.8,-63.44
-43.92,-9.76,34.16,29.28,-39.04,9.76,34.16,19.52,24.4,-92.72,-43.92,-53.68
