I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-53.68,19.52,73.2,19.52,-63.44,43.92,43.92,-34.16,-97.6,-14.64,-39.04,-34.16
-73.2,-43.92,29.28,58.56,-53.68,-9.76,43.92,-39.04,-92.72,-24.4,-43.92,-39.04
-48.8,-48.8,0,48.8,-24.4,-24.4,68.32,-9.76,-58.56,4.88,-14.64,-9.76
-97.6,-48.8,48.8,73.2,-73.2,0,58.56,-9.76,-73.2,4.88,-14.64,-19.52
-92.72,-24.4,68.32,58.56,-82.96,19.52,48.8,-19.52,-78.08,-9.76,-24.4,-24.4
-92.72,-39.04,53.68,68.32,-73.2,4.88,53.68,-19.52,-97.6,-9.76,-24.4,-19.52
-82.96,-39.04,43.92,63.44,-63.44,0,58.56,-14.64,-92.72,-4.88,-19.52,-9.76
-82.96,-34.16,48.8,58.56,-68.32,4.88,78.08,-4.88,-87.84,0,-14.64,0
-78.08,-9.76,68.32,43.92,-73.2,29.28,68.32,-9.76,-97.6,0,-19.52,-4.88
-73.2,9.76,82.96,34.16,-78.08,43.92,73.2,-9.76,-97.6,0,-19.52,-14.64
-117.12,-63.44,53.68,92.72,-87.84,-4.88,82.96,-4.88,-73.2,0,-14.64,-4.88
-117.12,-78.08,39.04,97.6,-78.08,-19.52,82.96,0,-68.32,9.76,-9.76,0
-97.6,-39.04,58.56,68.32,-78.08,9.76,78.08,-4.88,-73.2,9.76,-9.76,-4.88
-141.52,-78.08,63.44,112.24,-102.48,-9.76,58.56,-14.64,-92.72,-4.88,-24.4,-19.52
-63.44,0,63.44,34.16,-63.44,29.28,53.68,-9.76,-102.48,4.88,-14.64,-9.76
-48.8,39.04,87.84,4.88,-68.32,63.44,53.68,-24.4,-112.24,-4.88,-19.52,-14.64
-102.48,-43.92,58.56,73.2,-82.96,4.88,34.16,-48.8,-136.64,-24.4,-43.92,-43.92
-156.16,-97.6,58.56,126.88,-107.36,-19.52,43.92,-43.92,-122,-24.4,-39.04,-39.04
-102.48,-39.04,63.44,73.2,-82.96,9.76,53.68,-39.04,-131.76,-19.52,-34.16,-34.16
-73.2,-14.64,58.56,43.92,-68.32,19.52,63.44,-19.52,-122,-9.76,-19.52,-19.52
-63.44,-19.52,43.92,43.92,-53.68,9.76,78.08,-14.64,-82.96,0,-14.64,-9.76
-63.44,-34.16,29.28,48.8,-48.8,-4.88,58.56,-34.16,-97.6,-24.4,-34.16,-34.16
-73.2,-53.68,19.52,63.44,-48.8,-19.52,43.92,-39.04,-102.48,-29.28,-43.92,-43.92
-68.32,-39.04,29.28,53.68,-48.8,-4.88,48.8,-39.04,-92.72,-24.4,-39.04,-34.16
-58.56,-19.52,39.04,39.04,-48.8,9.76,29.28,-43.92,-107.36,-29.28,-39.04,-39.04
-39.04,-34.16,4.88,39.04,-24.4,-14.64,9.76,-58.56,-126.88,-43.92,-58.56,-48.8
-92.72,-82.96,9.76,87.84,-53.68,-39.04,0,-63.44,-131.76,-53.68,-63.44,-58.56
