I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
92.72,19.52,-73.2,-53.68,82.96,-29.28,0,292.8,307.44,273.28,214.72,117.12
107.36,9.76,-97.6,-58.56,102.48,-43.92,-4.88,283.04,292.8,253.76,195.2,107.36
102.48,14.64,-87.84,-58.56,92.72,-39.04,-4.88,283.04,292.8,239.12,180.56,97.6
107.36,34.16,-73.2,-68.32,87.84,-19.52,4.88,283.04,292.8,248.88,175.68,92.72
102.48,34.16,-68.32,-68.32,82.96,-19.52,14.64,283.04,287.92,248.88,175.68,87.84
92.72,34.16,-58.56,-63.44,73.2,-14.64,24.4,278.16,287.92,253.76,190.32,97.6
68.32,48.8,-19.52,-58.56,43.92,14.64,34.16,273.28,278.16,253.76,204.96,97.6
78.08,48.8,-29.28,-63.44,53.68,9.76,29.28,258.64,268.4,248.88,200.08,102.48
112.24,48.8,-63.44,-78.08,87.84,-9.76,19.52,234.24,239.12,219.6,180.56,92.72
107.36,48.8,-58.56,-78.08,82.96,-4.88,29.28,224.48,229.36,209.84,175.68,102.48
92.72,39.04,-53.68,-63.44,73.2,-9.76,34.16,209.84,219.6,185.44,151.28,82.96
82.96,29.28,-53.68,-53.68,68.32,-14.64,48.8,209.84,219.6,170.8,136.64,78.08
82.96,19.52,-63.44,-48.8,73.2,-24.4,39.04,195.2,204.96,146.4,107.36,53.68
78.08,14.64,-63.44,-43.92,68.32,-24.4,34.16,185.44,185.44,131.76,87.84,39.04
87.84,24.4,-63.44,-53.68,73.2,-19.52,53.68,190.32,200.08,141.52,97.6,43.92
87.84,19.52,-68.32,-53.68,78.08,-24.4,48.8,180.56,190.32,136.64,92.72,39.04
58.56,9.76,-48.8,-34.16,53.68,-19.52,48.8,165.92,175.68,126.88,87.84,29.28
48.8,9.76,-39.04,-29.28,43.92,-14.64,53.68,151.28,165.92,112.24,82.96,24.4
53.68,-9.76,-63.44,-19.52,58.56,-39.04,63.44,146.4,151.28,102.48,73.2,19.52
78.08,4.88,-73.2,-39.04,73.2,-34.16,63.44,141.52,146.4,92.72,68.32,19.52
43.92,-9.76,-53.68,-14.64,48.8,-34.16,73.2,141.52,151.28,87.84,73.2,19.52
14.64,-29.28,-43.92,9.76,29.28,-39.04,78.08,131.76,136.64,82.96,63.44,29.28
24.4,-29.28,-53.68,4.88,39.04,-43.92,82.96,136.64,141.52,78.08,53.68,24.4
48.8,-29.28,-78.08,-9.76,63.44,-53.68,68.32,126.88,131.76,63.44,29.28,4.88
53.68,-34.16,-87.84,-9.76,68.32,-63.44,68.32,117.12,131.76,53.68,19.52,-14.64
19.52,-29.28,-48.8,4.88,34.16,-39.04,73.2,122,131.76,53.68,14.64,-4.88
14.64,-39.04,-53.68,14.64,34.16,-48.8,63.44,97.6,107.36,29.28,0,-19.52
19.52,-43.92,-63.44,14.64,39.04,-53.68,58.56,82.96,97.6,14.64,-14.64,-34.16
48.8,-34.16,-82.96,-4.88,63.44,-58.56,58.56,78.08,87.84,0,-19.52,-34.16
48.8,-24.4,-73.2,-9.76,58.56,-48.8,78.08,82.96,87.84,0,-14.64,-19.52
14.64,-43.92,-58.56,14.64,34.16,-53.68,73.2,73.2,82.96,-9.76,-24.4,-29.28
9.76,-53.68,-63.44,24.4,34.16,-58.56,73.2,68.32,78.08,-14.64,-29.28,-24.4
9.76,-43.92,-53.68,19.52,29.28,-48.8,87.84,87.84,87.84,-14.64,-29.28,-29.28
39.04,-29.28,-68.32,-4.88,53.68,-48.8,78.08,78.08,82.96,-19.52,-53.68,-48.8
48.8,-39.04,-87.84,-4.88,68.32,-63.44,78.08,73.2,78.08,-29.28,-73.2,-78.08
43.92,-48.8,-92.72,4.88,68.32,-73.2,78.08,68.32,73.2,-29.28,-87.84,-87.84
14.64,-53.68,-68.32,19.52,39.04,-63.44,87.84,63.44,73.2,-29.28,-82.96,-97.6
9.76,-53.68,-63.44,24.4,34.16,-58.56,87.84,53.68,63.44,-29.28,-78.08,-92.72
9.76,-48.8,-58.56,19.52,34.16,-53.68,92.72,53.68,63.44,-34.16,-63.44,-73.2
