I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
43.92,53.68,9.76,-48.8,14.64,29.28,24.4,58.56,224.48,82.96,63.44,39.04
19.52,39.04,19.52,-29.28,0,29.28,4.88,43.92,214.72,58.56,43.92,29.28
43.92,53.68,9.76,-48.8,14.64,29.28,4.88,43.92,209.84,58.56,39.04,24.4
4.88,19.52,14.64,-9.76,-4.88,14.64,0,34.16,190.32,39.04,14.64,9.76
-24.4,0,24.4,14.64,-24.4,9.76,-9.76,29.28,185.44,34.16,9.76,0
-53.68,4.88,58.56,24.4,-58.56,29.28,-4.88,29.28,200.08,39.04,19.52,19.52
-24.4,14.64,39.04,4.88,-34.16,24.4,-4.88,24.4,200.08,48.8,24.4,9.76
4.88,39.04,34.16,-19.52,-14.64,34.16,9.76,24.4,204.96,48.8,29.28,14.64
0,43.92,43.92,-19.52,-24.4,43.92,9.76,29.28,204.96,53.68,34.16,14.64
-29.28,34.16,63.44,0,-48.8,48.8,19.52,34.16,204.96,53.68,43.92,24.4
-78.08,0,78.08,39.04,-78.08,39.04,9.76,24.4,195.2,43.92,34.16,19.52
-78.08,0,78.08,39.04,-78.08,39.04,4.88,24.4,190.32,34.16,29.28,9.76
-34.16,39.04,73.2,0,-53.68,53.68,14.64,39.04,200.08,43.92,39.04,9.76
-29.28,39.04,68.32,-4.88,-48.8,53.68,14.64,34.16,185.44,29.28,14.64,0
-4.88,43.92,48.8,-19.52,-29.28,43.92,9.76,29.28,180.56,24.4,4.88,-19.52
-19.52,39.04,58.56,-9.76,-39.04,48.8,9.76,19.52,180.56,19.52,4.88,-14.64
-24.4,29.28,53.68,0,-39.04,39.04,4.88,14.64,175.68,24.4,4.88,-24.4
-14.64,24.4,39.04,-4.88,-29.28,29.28,0,9.76,170.8,14.64,-4.88,-24.4
-34.16,14.64,48.8,9.76,-43.92,29.28,-14.64,14.64,170.8,14.64,0,-24.4
-73.2,-9.76,63.44,43.92,-68.32,24.4,-9.76,14.64,170.8,14.64,4.88,-24.4
-87.84,-19.52,68.32,53.68,-78.08,24.4,4.88,19.52,170.8,19.52,4.88,-24.4
-102.48,-29.28,73.2,68.32,-87.84,19.52,0,9.76,156.16,9.76,0,-24.4
-97.6,-19.52,78.08,58.56,-87.84,29.28,4.88,9.76,161.04,14.64,9.76,-19.52
-29.28,24.4,53.68,4.88,-43.92,39.04,14.64,24.4,165.92,14.64,9.76,-14.64
24.4,53.68,29.28,-39.04,-4.88,39.04,34.16,34.16,170.8,24.4,19.52,-9.76
