I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-122,-117.12,4.88,122,-63.44,-58.56,87.84,146.4,107.36,68.32,73.2,248.88
-102.48,-112.24,-9.76,107.36,-48.8,-63.44,92.72,136.64,117.12,82.96,73.2,239.12
-82.96,-112.24,-29.28,97.6,-29.28,-73.2,92.72,136.64,102.48,82.96,82.96,248.88
-82.96,-136.64,-53.68,112.24,-14.64,-97.6,78.08,122,97.6,68.32,73.2,234.24
-97.6,-122,-24.4,112.24,-39.04,-73.2,97.6,136.64,102.48,82.96,87.84,239.12
-92.72,-82.96,9.76,87.84,-53.68,-39.04,107.36,165.92,122,107.36,107.36,244
-102.48,-92.72,9.76,97.6,-58.56,-43.92,112.24,175.68,122,117.12,122,253.76
-136.64,-107.36,29.28,122,-82.96,-39.04,122,195.2,131.76,107.36,102.48,239.12
-112.24,-92.72,19.52,102.48,-68.32,-39.04,126.88,204.96,122,97.6,97.6,214.72
-102.48,-97.6,4.88,102.48,-53.68,-48.8,122,200.08,126.88,97.6,97.6,190.32
-48.8,-92.72,-43.92,73.2,-4.88,-68.32,122,200.08,146.4,117.12,102.48,170.8
-63.44,-107.36,-43.92,87.84,-9.76,-78.08,97.6,165.92,126.88,97.6,87.84,126.88
-136.64,-161.04,-24.4,151.28,-58.56,-92.72,92.72,161.04,107.36,73.2,73.2,92.72
-136.64,-180.56,-43.92,161.04,-48.8,-112.24,87.84,161.04,107.36,82.96,73.2,53.68
-107.36,-165.92,-58.56,136.64,-24.4,-112.24,68.32,141.52,102.48,78.08,73.2,19.52
-122,-185.44,-63.44,156.16,-29.28,-126.88,43.92,131.76,78.08,58.56,53.68,0
-131.76,-195.2,-63.44,165.92,-34.16,-131.76,58.56,151.28,87.84,68.32,63.44,9.76
-68.32,-131.76,-63.44,102.48,-4.88,-97.6,78.08,180.56,112.24,82.96,92.72,14.64
-68.32,-92.72,-24.4,82.96,-24.4,-58.56,92.72,209.84,122,92.72,107.36,24.4
-82.96,-102.48,-19.52,92.72,-34.16,-63.44,97.6,219.6,131.76,92.72,97.6,19.52
-63.44,-87.84,-24.4,78.08,-19.52,-58.56,102.48,229.36,136.64,102.48,107.36,29.28
-43.92,-68.32,-24.4,58.56,-9.76,-48.8,112.24,224.48,146.4,107.36,112.24,24.4
-29.28,-48.8,-19.52,39.04,-4.88,-34.16,122,234.24,156.16,122,117.12,39.04
-39.04,-63.44,-24.4,53.68,-9.76,-43.92,117.12,234.24,151.28,117.12,112.24,58.56
-58.56,-68.32,-9.76,63.44,-24.4,-39.04,126.88,234.24,151.28,126.88,117.12,78.08
-117.12,-126.88,-9.76,122,-53.68,-68.32,131.76,258.64,161.04,131.76,141.52,117.12
-112.24,-136.64,-24.4,126.88,-43.92,-82.96,136.64,263.52,170.8,136.64,146.4,141.52
-126.88,-161.04,-34.16,146.4,-48.8,-97.6,107.36,234.24,146.4,117.12,117.12,141.52
-146.4,-200.08,-53.68,175.68,-48.8,-126.88,73.2,219.6,131.76,87.84,107.36,136.64
-117.12,-195.2,-78.08,156.16,-19.52,-136.64,63.44,214.72,122,82.96,92.72,122
-39.04,-117.12,-78.08,78.08,19.52,-97.6,73.2,214.72,131.76,107.36,92.72,117.12
24.4,-63.44,-87.84,19.52,53.68,-78.08,102.48,234.24,146.4,122,117.12,122
48.8,-43.92,-92.72,0,68.32,-68.32,82.96,219.6,146.4,131.76,122,97.6
48.8,-58.56,-107.36,4.88,78.08,-82.96,58.56,195.2,136.64,122,107.36,68.32
-14.64,-92.72,-78.08,53.68,29.28,-87.84,53.68,195.2,131.76,126.88,122,39.04
-24.4,-102.48,-78.08,63.44,24.4,-92.72,43.92,185.44,122,122,122,-14.64
-4.88,-82.96,-78.08,43.92,34.16,-82.96,48.8,195.2,131.76,136.64,136.64,-48.8
4.88,-73.2,-78.08,34.16,39.04,-78.08,58.56,214.72,146.4,151.28,151.28,-78.08
