I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-29.28,-112.24,-82.96,73.2,24.4,-97.6,14.64,-4.88,-48.8,-73.2,-58.56,-73.2
-29.28,-102.48,-73.2,68.32,19.52,-87.84,19.52,4.88,-39.04,-78.08,-53.68,-73.2
-34.16,-87.84,-53.68,63.44,9.76,-73.2,19.52,4.88,-39.04,-78.08,-58.56,-78.08
-34.16,-78.08,-43.92,58.56,4.88,-63.44,14.64,4.88,-43.92,-73.2,-58.56,-87.84
-14.64,-63.44,-48.8,39.04,14.64,-58.56,14.64,4.88,-43.92,-73.2,-58.56,-82.96
-14.64,-73.2,-58.56,43.92,19.52,-68.32,9.76,4.88,-39.04,-78.08,-58.56,-87.84
-14.64,-78.08,-63.44,48.8,24.4,-73.2,9.76,4.88,-34.16,-68.32,-63.44,-87.84
-24.4,-97.6,-73.2,63.44,24.4,-87.84,14.64,14.64,-39.04,-58.56,-58.56,-82.96
-14.64,-112.24,-97.6,63.44,39.04,-107.36,19.52,24.4,-19.52,-48.8,-58.56,-78.08
-4.88,-107.36,-102.48,58.56,48.8,-107.36,34.16,29.28,-4.88,-34.16,-39.04,-68.32
-14.64,-107.36,-92.72,63.44,39.04,-102.48,29.28,34.16,-9.76,-39.04,-43.92,-73.2
-24.4,-112.24,-87.84,68.32,29.28,-102.48,34.16,39.04,-14.64,-43.92,-43.92,-73.2
-34.16,-92.72,-58.56,63.44,9.76,-78.08,29.28,34.16,-9.76,-53.68,-43.92,-78.08
-43.92,-87.84,-43.92,68.32,0,-68.32,29.28,39.04,-9.76,-48.8,-39.04,-78.08
-34.16,-73.2,-39.04,53.68,0,-58.56,14.64,29.28,-19.52,-53.68,-48.8,-78.08
-19.52,-63.44,-43.92,43.92,9.76,-53.68,14.64,24.4,-9.76,-53.68,-43.92,-82.96
-4.88,-68.32,-63.44,39.04,29.28,-68.32,9.76,29.28,-4.88,-48.8,-39.04,-78.08
9.76,-63.44,-73.2,29.28,39.04,-68.32,14.64,43.92,0,-39.04,-34.16,-73.2
4.88,-68.32,-73.2,34.16,39.04,-73.2,19.52,53.68,14.64,-29.28,-24.4,-68.32
