I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-29.28,-63.44,-34.16,48.8,0,-48.8,9.76,43.92,53.68,317.2,63.44,-14.64
-19.52,-53.68,-34.16,39.04,4.88,-43.92,19.52,58.56,63.44,326.96,58.56,-9.76
-9.76,-43.92,-34.16,29.28,9.76,-39.04,34.16,73.2,82.96,341.6,73.2,0
-4.88,-43.92,-39.04,24.4,14.64,-43.92,19.52,68.32,87.84,346.48,73.2,4.88
0,-43.92,-43.92,24.4,19.52,-43.92,29.28,73.2,97.6,366,102.48,34.16
0,-43.92,-43.92,24.4,19.52,-43.92,34.16,73.2,97.6,356.24,112.24,43.92
9.76,-34.16,-43.92,14.64,24.4,-39.04,39.04,78.08,112.24,331.84,131.76,63.44
-4.88,-43.92,-39.04,24.4,14.64,-43.92,34.16,68.32,112.24,253.76,131.76,63.44
-19.52,-58.56,-39.04,39.04,9.76,-48.8,24.4,63.44,97.6,136.64,117.12,39.04
0,-43.92,-43.92,24.4,19.52,-43.92,24.4,68.32,97.6,14.64,122,39.04
4.88,-39.04,-43.92,19.52,24.4,-43.92,19.52,58.56,97.6,-82.96,112.24,34.16
4.88,-43.92,-48.8,19.52,24.4,-48.8,4.88,58.56,92.72,-151.28,102.48,9.76
0,-58.56,-58.56,29.28,29.28,-58.56,14.64,63.44,97.6,-185.44,112.24,19.52
0,-63.44,-63.44,34.16,29.28,-63.44,0,53.68,102.48,-224.48,117.12,14.64
9.76,-43.92,-53.68,19.52,29.28,-48.8,9.76,63.44,117.12,-229.36,131.76,39.04
24.4,-24.4,-48.8,0,34.16,-39.04,19.52,73.2,126.88,-229.36,156.16,73.2
43.92,0,-43.92,-19.52,43.92,-24.4,14.64,68.32,131.76,-239.12,165.92,78.08
53.68,9.76,-43.92,-29.28,48.8,-19.52,19.52,68.32,131.76,-253.76,185.44,97.6
39.04,0,-39.04,-19.52,39.04,-19.52,14.64,68.32,131.76,-253.76,195.2,112.24
34.16,-4.88,-39.04,-14.64,34.16,-24.4,4.88,58.56,122,-268.4,185.44,112.24
