I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-9.76,-97.6,-87.84,53.68,39.04,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-9.76
-9.76,-97.6,-87.84,53.68,39.04,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-9.76
-9.76,-97.6,-87.84,53.68,39.04,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-9.76
-9.76,-97.6,-87.84,53.68,39.04,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-9.76
-9.76,-107.36,-97.6,58.56,43.92,-102.48,19.52,-58.56,-29.28,-19.52,-29.28,-19.52
-9.76,-107.36,-97.6,58.56,43.92,-102.48,19.52,-58.56,-29.28,-19.52,-29.28,-19.52
-9.76,-107.36,-97.6,58.56,43.92,-102.48,19.52,-58.56,-29.28,-19.52,-29.28,-19.52
-9.76,-107.36,-97.6,58.56,43.92,-102.48,19.52,-58.56,-29.28,-19.52,-29.28,-19.52
-19.52,-126.88,-107.36,73.2,43.92,-117.12,9.76,-68.32,-34.16,-29.28,-39.04,-24.4
-29.28,-136.64,-107.36,82.96,39.04,-122,9.76,-68.32,-39.04,-29.28,-39.04,-29.28
-39.04,-146.4,-107.36,92.72,34.16,-126.88,9.76,-68.32,-43.92,-29.28,-39.04,-34.16
-48.8,-156.16,-107.36,102.48,29.28,-131.76,9.76,-68.32,-48.8,-29.28,-39.04,-39.04
-34.16,-131.76,-97.6,82.96,29.28,-117.12,14.64,-63.44,-43.92,-19.52,-34.16,-24.4
-19.52,-117.12,-97.6,68.32,39.04,-107.36,19.52,-58.56,-39.04,-19.52,-29.28,-19.52
-4.88,-102.48,-97.6,53.68,43.92,-102.48,24.4,-53.68,-34.16,-19.52,-24.4,-14.64
9.76,-87.84,-97.6,39.04,53.68,-92.72,29.28,-48.8,-29.28,-19.52,-19.52,-9.76
19.52,-87.84,-107.36,34.16,63.44,-97.6,29.28,-58.56,-39.04,-19.52,-19.52,-19.52
19.52,-87.84,-107.36,34.16,63.44,-97.6,29.28,-58.56,-39.04,-19.52,-19.52,-19.52
19.52,-87.84,-107.36,34.16,63.44,-97.6,29.28,-58.56,-39.04,-19.52,-19.52,-19.52
19.52,-87.84,-107.36,34.16,63.44,-97.6,29.28,-58.56,-39.04,-19.52,-19.52,-19.52
9.76,-87.84,-97.6,39.04,53.68,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-19.52
9.76,-87.84,-97.6,39.04,53.68,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-19.52
9.76,-87.84,-97.6,39.04,53.68,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-19.52
9.76,-87.84,-97.6,39.04,53.68,-92.72,29.28,-48.8,-29.28,-9.76,-19.52,-19.52
-4.88,-102.48,-97.6,53.68,43.92,-102.48,24.4,-53.68,-34.16,-14.64,-29.28,-29.28
-9.76,-107.36,-97.6,58.56,43.92,-102.48,19.52,-58.56,-39.04,-19.52,-29.28,-29.28
-14.64,-112.24,-97.6,63.44,39.04,-107.36,14.64,-63.44,-43.92,-24.4,-29.28,-29.28
-19.52,-117.12,-97.6,68.32,39.04,-107.36,9.76,-68.32,-48.8,-29.28,-29.28,-29.28
-4.88,-112.24,-107.36,58.56,48.8,-112.24,19.52,-58.56,-48.8,-19.52,-19.52,-19.52
0,-107.36,-107.36,53.68,53.68,-107.36,19.52,-58.56,-48.8,-19.52,-19.52,-19.52
4.88,-102.48,-107.36,48.8,53.68,-107.36,19.52,-58.56,-48.8,-19.52,-19.52,-19.52
9.76,-97.6,-107.36,43.92,58.56,-102.48,19.52,-58.56,-48.8,-19.52,-19.52,-19.52
4.88,-97.6,-102.48,48.8,53.68,-102.48,9.76,-68.32,-58.56,-29.28,-19.52,-19.52
0,-97.6,-97.6,48.8,48.8,-97.6,9.76,-68.32,-58.56,-29.28,-19.52,-19.52
-4.88,-97.6,-92.72,53.68,43.92,-97.6,9.76,-68.32,-58.56,-29.28,-19.52,-19.52
-9.76,-97.6,-87.84,53.68,39.04,-92.72,9.76,-68.32,-58.56,-29.28,-19.52,-19.52
0,-102.48,-102.48,53.68,48.8,-102.48,9.76,-78.08,-48.8,-19.52,-19.52,-9.76
0,-107.36,-107.36,53.68,53.68,-107.36,9.76,-78.08,-48.8,-19.52,-19.52,-9.76
0,-112.24,-112.24,58.56,53.68,-112.24,9.76,-78.08,-48.8,-19.52,-19.52,-9.76
0,-117.12,-117.12,58.56,58.56,-117.12,9.76,-78.08,-48.8,-19.52,-19.52,-9.76
-9.76,-112.24,-102.48,63.44,43.92,-107.36,19.52,-78.08,-58.56,-29.28,-19.52,-14.64
-9.76,-107.36,-97.6,58.56,43.92,-102.48,19.52,-78.08,-58.56,-29.28,-19.52,-19.52
-9.76,-102.48,-92.72,58.56,39.04,-97.6,19.52,-78.08,-58.56,-29.28,-19.52,-24.4
-9.76,-97.6,-87.84,53.68,39.04,-92.72,19.52,-78.08,-58.56,-29.28,-19.52,-29.28
-9.76,-107.36,-97.6,58.56,43.92,-102.48,9.76,-68.32,-48.8,-29.28,-19.52,-39.04
-9.76,-107.36,-97.6,58.56,43.92,-102.48,9.76,-68.32,-48.8,-29.28,-19.52,-39.04
-9.76,-107.36,-97.6,58.56,43.92,-102.48,9.76,-68.32,-48.8,-29.28,-19.52,-39.04
-9.76,-107.36,-97.6,58.56,43.92,-102.48,9.76,-68.32,-48.8,-29.28,-19.52,-39.04
0,-107.36,-107.36,53.68,53.68,-107.36,0,-73.2,-53.68,-39.04,-29.28,-48.8
0,-107.36,-107.36,53.68,53.68,-107.36,0,-78.08,-58.56,-39.04,-29.28,-48.8
0,-107.36,-107.36,53.68,53.68,-107.36,0,-82.96,-63.44,-39.04,-29.28,-48.8
0,-107.36,-107.36,53.68,53.68,-107.36,0,-87.84,-68.32,-39.04,-29.28,-48.8
-24.4,-117.12,-92.72,73.2,34.16,-107.36,-9.76,-97.6,-73.2,-48.8,-39.04,-58.56
-39.04,-126.88,-87.84,82.96,24.4,-107.36,-9.76,-97.6,-78.08,-48.8,-39.04,-58.56
-53.68,-136.64,-82.96,97.6,14.64,-112.24,-9.76,-97.6,-82.96,-48.8,-39.04,-58.56
-68.32,-146.4,-78.08,107.36,4.88,-112.24,-9.76,-97.6,-87.84,-48.8,-39.04,-58.56
-48.8,-131.76,-82.96,92.72,14.64,-107.36,-4.88,-92.72,-73.2,-43.92,-34.16,-43.92
-39.04,-126.88,-87.84,82.96,24.4,-107.36,0,-87.84,-68.32,-39.04,-29.28,-39.04
-29.28,-122,-92.72,78.08,29.28,-107.36,4.88,-82.96,-63.44,-34.16,-24.4,-34.16
-19.52,-117.12,-97.6,68.32,39.04,-107.36,9.76,-78.08,-58.56,-29.28,-19.52,-29.28
-4.88,-102.48,-97.6,53.68,43.92,-102.48,19.52,-78.08,-58.56,-19.52,-9.76,-19.52
9.76,-87.84,-97.6,39.04,53.68,-92.72,19.52,-78.08,-58.56,-19.52,-9.76,-19.52
24.4,-73.2,-97.6,24.4,58.56,-87.84,19.52,-78.08,-58.56,-19.52,-9.76,-19.52
39.04,-58.56,-97.6,9.76,68.32,-78.08,19.52,-78.08,-58.56,-19.52,-9.76,-19.52
29.28,-73.2,-102.48,24.4,63.44,-87.84,14.64,-87.84,-68.32,-24.4,-19.52,-29.28
19.52,-78.08,-97.6,29.28,58.56,-87.84,9.76,-87.84,-68.32,-29.28,-19.52,-29.28
9.76,-82.96,-92.72,39.04,48.8,-87.84,4.88,-87.84,-68.32,-34.16,-19.52,-29.28
0,-87.84,-87.84,43.92,43.92,-87.84,0,-87.84,-68.32,-39.04,-19.52,-29.28
-4.88,-92.72,-87.84,48.8,39.04,-92.72,0,-87.84,-68.32,-39.04,-19.52,-29.28
-9.76,-97.6,-87.84,53.68,39.04,-92.72,0,-87.84,-68.32,-39.04,-19.52,-29.28
-14.64,-102.48,-87.84,58.56,34.16,-97.6,0,-87.84,-68.32,-39.04,-19.52,-29.28
-19.52,-107.36,-87.84,63.44,34.16,-97.6,0,-87.84,-68.32,-39.04,-19.52,-29.28
-14.64,-92.72,-78.08,53.68,29.28,-87.84,9.76,-87.84,-68.32,-39.04,-19.52,-39.04
-9.76,-87.84,-78.08,48.8,34.16,-82.96,9.76,-87.84,-68.32,-39.04,-19.52,-39.04
-4.88,-82.96,-78.08,43.92,34.16,-82.96,9.76,-87.84,-68.32,-39.04,-19.52,-39.04
0,-78.08,-78.08,39.04,39.04,-78.08,9.76,-87.84,-68.32,-39.04,-19.52,-39.04
9.76,-87.84,-97.6,39.04,53.68,-92.72,0,-78.08,-58.56,-29.28,-19.52,-29.28
9.76,-87.84,-97.6,39.04,53.68,-92.72,0,-78.08,-58.56,-29.28,-19.52,-29.28
9.76,-87.84,-97.6,39.04,53.68,-92.72,0,-78.08,-58.56,-29.28,-19.52,-29.28
9.76,-87.84,-97.6,39.04,53.68,-92.72,0,-78.08,-58.56,-29.28,-19.52,-29.28
-9.76,-97.6,-87.84,53.68,39.04,-92.72,-9.76,-82.96,-73.2,-34.16,-24.4,-39.04
-19.52,-107.36,-87.84,63.44,34.16,-97.6,-9.76,-87.84,-78.08,-39.04,-29.28,-39.04
-29.28,-117.12,-87.84,73.2,29.28,-102.48,-9.76,-92.72,-82.96,-43.92,-34.16,-39.04
-39.04,-126.88,-87.84,82.96,24.4,-107.36,-9.76,-97.6,-87.84,-48.8,-39.04,-39.04
-29.28,-122,-92.72,78.08,29.28,-107.36,0,-97.6,-87.84,-48.8,-29.28,-39.04
-29.28,-117.12,-87.84,73.2,29.28,-102.48,0,-97.6,-87.84,-48.8,-29.28,-39.04
-29.28,-112.24,-82.96,73.2,24.4,-97.6,0,-97.6,-87.84,-48.8,-29.28,-39.04
-29.28,-107.36,-78.08,68.32,24.4,-92.72,0,-97.6,-87.84,-48.8,-29.28,-39.04
-14.64,-97.6,-82.96,58.56,34.16,-92.72,-9.76,-87.84,-78.08,-39.04,-29.28,-34.16
-9.76,-97.6,-87.84,53.68,39.04,-92.72,-9.76,-87.84,-78.08,-39.04,-29.28,-29.28
-4.88,-97.6,-92.72,53.68,43.92,-97.6,-9.76,-87.84,-78.08,-39.04,-29.28,-24.4
0,-97.6,-97.6,48.8,48.8,-97.6,-9.76,-87.84,-78.08,-39.04,-29.28,-19.52
0,-92.72,-92.72,48.8,43.92,-92.72,0,-97.6,-78.08,-48.8,-19.52,-29.28
0,-87.84,-87.84,43.92,43.92,-87.84,0,-97.6,-78.08,-48.8,-19.52,-29.28
0,-82.96,-82.96,43.92,39.04,-82.96,0,-97.6,-78.08,-48.8,-19.52,-29.28
0,-78.08,-78.08,39.04,39.04,-78.08,0,-97.6,-78.08,-48.8,-19.52,-29.28
