I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-112.24,-14.64,97.6,63.44,-107.36,39.04,97.6,4.88,-29.28,-107.36,-117.12,-112.24
-112.24,14.64,126.88,48.8,-122,68.32,117.12,29.28,-4.88,-102.48,-117.12,-112.24
-117.12,39.04,156.16,39.04,-136.64,97.6,122,34.16,9.76,-92.72,-112.24,-107.36
-112.24,58.56,170.8,29.28,-141.52,112.24,107.36,43.92,29.28,-63.44,-82.96,-73.2
-87.84,82.96,170.8,4.88,-131.76,126.88,63.44,53.68,58.56,-14.64,-34.16,-34.16
-39.04,102.48,141.52,-29.28,-92.72,122,24.4,92.72,112.24,53.68,34.16,24.4
19.52,131.76,112.24,-73.2,-48.8,122,-14.64,151.28,190.32,161.04,136.64,107.36
92.72,185.44,92.72,-136.64,0,136.64,-78.08,200.08,287.92,307.44,287.92,229.36
185.44,253.76,68.32,-219.6,58.56,161.04,-151.28,224.48,395.28,478.24,458.72,370.88
283.04,331.84,48.8,-307.44,117.12,190.32,-258.64,165.92,468.48,639.28,634.4,522.16
385.52,409.92,24.4,-395.28,180.56,214.72,-385.52,39.04,502.64,780.8,795.44,673.44
497.76,502.64,4.88,-497.76,244,253.76,-517.28,-78.08,546.56,936.96,1000.4,854
605.12,600.24,-4.88,-600.24,302.56,297.68,-653.92,-190.32,605.12,1112.64,1205.36,1039.44
697.84,697.84,0,-697.84,346.48,346.48,-790.56,-302.56,644.16,1273.68,1395.68,1205.36
761.28,785.68,24.4,-771.04,366,405.04,-878.4,-370.88,707.6,1439.6,1576.24,1366.4
819.84,858.88,39.04,-839.36,390.4,448.96,-932.08,-419.68,771.04,1600.64,1747.04,1503.04
888.16,941.84,53.68,-912.56,414.8,497.76,-951.6,-448.96,814.96,1732.4,1873.92,1605.52
927.2,961.36,34.16,-941.84,444.08,497.76,-990.64,-507.52,819.84,1820.24,1971.52,1678.72
966.24,985.76,19.52,-976,473.36,502.64,-1024.8,-517.28,863.76,1927.6,2074,1761.68
985.76,1000.4,14.64,-990.64,483.12,507.52,-1058.96,-522.16,888.16,2005.68,2142.32,1815.36
985.76,936.96,-48.8,-961.36,517.28,444.08,-1044.32,-536.8,814.96,1937.36,2093.52,1776.32
976,780.8,-195.2,-878.4,585.6,292.8,-936.96,-512.4,678.32,1766.56,1937.36,1639.68
912.56,600.24,-312.32,-756.4,610,141.52,-863.76,-531.92,497.76,1503.04,1703.12,1449.36
805.2,429.44,-375.76,-614.88,590.48,24.4,-780.8,-561.2,302.56,1210.24,1420.08,1210.24
658.8,278.16,-380.64,-468.48,517.28,-53.68,-697.84,-580.72,117.12,907.68,1117.52,961.36
502.64,165.92,-336.72,-331.84,419.68,-87.84,-610,-619.76,-63.44,600.24,834.48,736.88
356.24,73.2,-283.04,-214.72,317.2,-107.36,-468.48,-600.24,-195.2,312.32,536.8,492.88
214.72,-29.28,-244,-92.72,229.36,-136.64,-336.72,-541.68,-283.04,63.44,244,244
78.08,-122,-200.08,24.4,136.64,-161.04,-229.36,-492.88,-326.96,-126.88,9.76,43.92
14.64,-161.04,-175.68,73.2,92.72,-170.8,-151.28,-424.56,-317.2,-204.96,-92.72,-48.8
4.88,-156.16,-161.04,78.08,82.96,-161.04,-107.36,-326.96,-258.64,-175.68,-92.72,-58.56
19.52,-122,-141.52,53.68,78.08,-131.76,-68.32,-214.72,-161.04,-102.48,-43.92,-29.28
19.52,-63.44,-82.96,24.4,48.8,-73.2,-19.52,-107.36,-73.2,-39.04,0,-9.76
4.88,-48.8,-53.68,24.4,29.28,-53.68,29.28,-43.92,-34.16,-14.64,4.88,-9.76
0,-34.16,-34.16,19.52,14.64,-34.16,48.8,-19.52,-24.4,-9.76,0,-14.64
-4.88,-29.28,-24.4,19.52,9.76,-29.28,58.56,-19.52,-29.28,-24.4,-14.64,-29.28
-29.28,-53.68,-24.4,43.92,-4.88,-39.04,63.44,-24.4,-43.92,-48.8,-34.16,-43.92
