I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-175.68,-63.44,112.24,122,-146.4,24.4,-92.72,341.6,9.76,395.28,673.44,48.8
-170.8,-68.32,102.48,122,-136.64,14.64,-73.2,326.96,14.64,405.04,673.44,48.8
-170.8,-87.84,82.96,131.76,-126.88,-4.88,-63.44,312.32,9.76,385.52,653.92,39.04
-170.8,-112.24,58.56,141.52,-117.12,-29.28,-53.68,322.08,9.76,356.24,634.4,34.16
-175.68,-122,53.68,151.28,-117.12,-34.16,-53.68,307.44,14.64,361.12,634.4,34.16
-170.8,-117.12,53.68,146.4,-112.24,-34.16,-48.8,312.32,14.64,366,639.28,39.04
-180.56,-136.64,43.92,161.04,-112.24,-48.8,-53.68,312.32,19.52,361.12,634.4,39.04
-175.68,-136.64,39.04,156.16,-107.36,-48.8,-53.68,312.32,24.4,366,624.64,43.92
-161.04,-112.24,48.8,136.64,-107.36,-34.16,-73.2,287.92,19.52,361.12,605.12,24.4
-151.28,-92.72,58.56,122,-107.36,-19.52,-78.08,292.8,14.64,351.36,590.48,29.28
-156.16,-78.08,78.08,117.12,-117.12,0,-73.2,292.8,19.52,336.72,570.96,19.52
-156.16,-78.08,78.08,117.12,-117.12,0,-73.2,292.8,9.76,331.84,536.8,0
-161.04,-87.84,73.2,126.88,-117.12,-9.76,-68.32,287.92,4.88,326.96,531.92,-9.76
-151.28,-87.84,63.44,122,-107.36,-14.64,-58.56,302.56,24.4,331.84,536.8,-9.76
-165.92,-87.84,78.08,126.88,-122,-4.88,-53.68,283.04,24.4,331.84,522.16,-24.4
-170.8,-92.72,78.08,131.76,-126.88,-9.76,-43.92,268.4,0,307.44,497.76,-34.16
-165.92,-87.84,78.08,126.88,-122,-4.88,-43.92,273.28,0,287.92,492.88,-34.16
-175.68,-92.72,82.96,136.64,-131.76,-4.88,-58.56,268.4,9.76,297.68,488,-29.28
-175.68,-92.72,82.96,136.64,-131.76,-4.88,-73.2,239.12,0,292.8,473.36,-48.8
-165.92,-87.84,78.08,126.88,-122,-4.88,-68.32,239.12,0,278.16,453.84,-43.92
-170.8,-102.48,68.32,136.64,-122,-19.52,-63.44,248.88,9.76,273.28,434.32,-48.8
