I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
87.84,68.32,-19.52,-78.08,53.68,24.4,-136.64,-146.4,-214.72,-39.04,19.52,39.04
87.84,68.32,-19.52,-78.08,53.68,24.4,-136.64,-146.4,-214.72,-39.04,19.52,39.04
87.84,68.32,-19.52,-78.08,53.68,24.4,-136.64,-146.4,-214.72,-39.04,19.52,39.04
87.84,68.32,-19.52,-78.08,53.68,24.4,-136.64,-146.4,-214.72,-39.04,19.52,39.04
82.96,58.56,-24.4,-68.32,53.68,14.64,-131.76,-131.76,-214.72,-43.92,9.76,34.16
78.08,58.56,-19.52,-68.32,48.8,19.52,-126.88,-126.88,-214.72,-48.8,9.76,29.28
73.2,58.56,-14.64,-63.44,43.92,19.52,-122,-122,-214.72,-53.68,9.76,24.4
68.32,58.56,-9.76,-63.44,39.04,24.4,-117.12,-117.12,-214.72,-58.56,9.76,19.52
58.56,73.2,14.64,-63.44,19.52,43.92,-107.36,-112.24,-204.96,-58.56,-4.88,14.64
58.56,78.08,19.52,-68.32,19.52,48.8,-97.6,-107.36,-204.96,-58.56,-9.76,9.76
58.56,82.96,24.4,-68.32,14.64,53.68,-87.84,-102.48,-204.96,-58.56,-14.64,4.88
58.56,87.84,29.28,-73.2,14.64,58.56,-78.08,-97.6,-204.96,-58.56,-19.52,0
43.92,73.2,29.28,-58.56,4.88,48.8,-63.44,-92.72,-204.96,-68.32,-24.4,-4.88
39.04,68.32,29.28,-53.68,4.88,48.8,-58.56,-87.84,-204.96,-68.32,-29.28,-9.76
34.16,63.44,29.28,-48.8,0,43.92,-53.68,-82.96,-204.96,-68.32,-34.16,-14.64
29.28,58.56,29.28,-43.92,0,43.92,-48.8,-78.08,-204.96,-68.32,-39.04,-19.52
24.4,39.04,14.64,-29.28,4.88,24.4,-34.16,-63.44,-200.08,-58.56,-29.28,-19.52
19.52,29.28,9.76,-24.4,4.88,19.52,-29.28,-58.56,-195.2,-58.56,-29.28,-19.52
14.64,19.52,4.88,-14.64,4.88,9.76,-24.4,-53.68,-190.32,-58.56,-29.28,-19.52
9.76,9.76,0,-9.76,4.88,4.88,-19.52,-48.8,-185.44,-58.56,-29.28,-19.52
4.88,9.76,4.88,-4.88,0,4.88,-9.76,-43.92,-175.68,-58.56,-34.16,-24.4
0,9.76,9.76,-4.88,-4.88,9.76,-9.76,-39.04,-175.68,-58.56,-39.04,-29.28
-4.88,9.76,14.64,0,-9.76,9.76,-9.76,-34.16,-175.68,-58.56,-43.92,-34.16
-9.76,9.76,19.52,0,-14.64,14.64,-9.76,-29.28,-175.68,-58.56,-48.8,-39.04
-9.76,19.52,29.28,-4.88,-19.52,24.4,-19.52,-34.16,-185.44,-63.44,-53.68,-43.92
-9.76,19.52,29.28,-4.88,-19.52,24.4,-19.52,-39.04,-185.44,-68.32,-58.56,-48.8
-9.76,19.52,29.28,-4.88,-19.52,24.4,-19.52,-43.92,-185.44,-73.2,-63.44,-53.68
-9.76,19.52,29.28,-4.88,-19.52,24.4,-19.52,-48.8,-185.44,-78.08,-68.32,-58.56
-14.64,9.76,24.4,4.88,-19.52,14.64,-4.88,-34.16,-180.56,-73.2,-63.44,-53.68
-19.52,0,19.52,9.76,-19.52,9.76,0,-29.28,-175.68,-68.32,-58.56,-48.8
-24.4,-9.76,14.64,19.52,-19.52,0,4.88,-24.4,-170.8,-63.44,-53.68,-43.92
-29.28,-19.52,9.76,24.4,-19.52,-4.88,9.76,-19.52,-165.92,-58.56,-48.8,-39.04
-29.28,-19.52,9.76,24.4,-19.52,-4.88,19.52,-19.52,-165.92,-58.56,-48.8,-39.04
-29.28,-19.52,9.76,24.4,-19.52,-4.88,19.52,-19.52,-165.92,-58.56,-48.8,-39.04
-29.28,-19.52,9.76,24.4,-19.52,-4.88,19.52,-19.52,-165.92,-58.56,-48.8,-39.04
-29.28,-19.52,9.76,24.4,-19.52,-4.88,19.52,-19.52,-165.92,-58.56,-48.8,-39.04
