I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
9.76,78.08,68.32,-43.92,-29.28,73.2,9.76,136.64,156.16,214.72,341.6,605.12
9.76,78.08,68.32,-43.92,-29.28,73.2,9.76,136.64,156.16,214.72,341.6,605.12
9.76,78.08,68.32,-43.92,-29.28,73.2,9.76,136.64,156.16,214.72,341.6,605.12
9.76,78.08,68.32,-43.92,-29.28,73.2,9.76,136.64,156.16,214.72,341.6,605.12
19.52,82.96,63.44,-48.8,-24.4,73.2,4.88,146.4,170.8,219.6,356.24,614.88
19.52,87.84,68.32,-53.68,-24.4,78.08,0,146.4,175.68,224.48,361.12,614.88
19.52,92.72,73.2,-53.68,-29.28,82.96,-4.88,146.4,180.56,229.36,366,614.88
19.52,97.6,78.08,-58.56,-29.28,87.84,-9.76,146.4,185.44,234.24,370.88,614.88
24.4,107.36,82.96,-63.44,-29.28,92.72,-24.4,146.4,200.08,244,380.64,624.64
29.28,117.12,87.84,-73.2,-29.28,102.48,-29.28,146.4,204.96,244,380.64,624.64
34.16,126.88,92.72,-78.08,-29.28,107.36,-34.16,146.4,209.84,244,380.64,624.64
39.04,136.64,97.6,-87.84,-29.28,117.12,-39.04,146.4,214.72,244,380.64,624.64
53.68,156.16,102.48,-102.48,-24.4,126.88,-53.68,156.16,224.48,258.64,385.52,634.4
58.56,165.92,107.36,-112.24,-24.4,136.64,-58.56,156.16,224.48,263.52,390.4,634.4
63.44,175.68,112.24,-117.12,-24.4,141.52,-63.44,156.16,224.48,268.4,395.28,634.4
68.32,185.44,117.12,-126.88,-24.4,151.28,-68.32,156.16,224.48,273.28,400.16,634.4
78.08,185.44,107.36,-131.76,-14.64,146.4,-73.2,161.04,234.24,283.04,409.92,644.16
78.08,185.44,107.36,-131.76,-14.64,146.4,-78.08,165.92,244,292.8,419.68,644.16
78.08,185.44,107.36,-131.76,-14.64,146.4,-82.96,170.8,253.76,302.56,429.44,644.16
78.08,185.44,107.36,-131.76,-14.64,146.4,-87.84,175.68,263.52,312.32,439.2,644.16
82.96,195.2,112.24,-136.64,-14.64,151.28,-97.6,175.68,273.28,326.96,448.96,653.92
87.84,195.2,107.36,-141.52,-9.76,151.28,-97.6,175.68,283.04,331.84,458.72,653.92
92.72,195.2,102.48,-141.52,-4.88,146.4,-97.6,175.68,292.8,336.72,468.48,653.92
97.6,195.2,97.6,-146.4,0,146.4,-97.6,175.68,302.56,341.6,478.24,653.92
107.36,190.32,82.96,-146.4,9.76,136.64,-102.48,185.44,312.32,346.48,492.88,663.68
107.36,185.44,78.08,-146.4,14.64,131.76,-107.36,185.44,312.32,351.36,497.76,663.68
107.36,180.56,73.2,-141.52,14.64,126.88,-112.24,185.44,312.32,356.24,502.64,663.68
107.36,175.68,68.32,-141.52,19.52,122,-117.12,185.44,312.32,361.12,507.52,663.68
107.36,180.56,73.2,-141.52,14.64,126.88,-122,180.56,322.08,370.88,517.28,673.44
107.36,185.44,78.08,-146.4,14.64,131.76,-126.88,175.68,322.08,370.88,517.28,673.44
107.36,190.32,82.96,-146.4,9.76,136.64,-131.76,170.8,322.08,370.88,517.28,673.44
107.36,195.2,87.84,-151.28,9.76,141.52,-136.64,165.92,322.08,370.88,517.28,673.44
117.12,185.44,68.32,-151.28,24.4,126.88,-146.4,161.04,312.32,370.88,517.28,683.2
117.12,185.44,68.32,-151.28,24.4,126.88,-146.4,156.16,312.32,370.88,517.28,683.2
