I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
29.28,9.76,-19.52,-19.52,24.4,-4.88,43.92,63.44,117.12,58.56,-78.08,-29.28
29.28,9.76,-19.52,-19.52,24.4,-4.88,39.04,58.56,117.12,58.56,-78.08,-29.28
19.52,0,-19.52,-9.76,19.52,-9.76,39.04,58.56,117.12,68.32,-78.08,-29.28
19.52,0,-19.52,-9.76,19.52,-9.76,39.04,58.56,117.12,68.32,-78.08,-29.28
19.52,0,-19.52,-9.76,19.52,-9.76,39.04,58.56,117.12,68.32,-78.08,-29.28
19.52,0,-19.52,-9.76,19.52,-9.76,39.04,58.56,117.12,68.32,-78.08,-29.28
24.4,0,-24.4,-9.76,24.4,-14.64,48.8,58.56,126.88,68.32,-68.32,-39.04
29.28,0,-29.28,-14.64,29.28,-14.64,48.8,58.56,126.88,68.32,-68.32,-39.04
34.16,0,-34.16,-14.64,34.16,-19.52,48.8,58.56,126.88,68.32,-68.32,-39.04
39.04,0,-39.04,-19.52,39.04,-19.52,48.8,58.56,126.88,68.32,-68.32,-39.04
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,131.76,73.2,-63.44,-34.16
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,136.64,78.08,-58.56,-29.28
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,141.52,82.96,-53.68,-24.4
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,146.4,87.84,-48.8,-19.52
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,156.16,97.6,-48.8,-19.52
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,156.16,97.6,-48.8,-19.52
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,156.16,97.6,-48.8,-19.52
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,68.32,156.16,97.6,-48.8,-19.52
34.16,9.76,-24.4,-19.52,29.28,-9.76,48.8,68.32,156.16,97.6,-48.8,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,48.8,68.32,156.16,97.6,-48.8,-19.52
43.92,9.76,-34.16,-24.4,39.04,-14.64,48.8,68.32,156.16,97.6,-48.8,-19.52
48.8,9.76,-39.04,-29.28,43.92,-14.64,48.8,68.32,156.16,97.6,-48.8,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,48.8,78.08,165.92,107.36,-39.04,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,48.8,78.08,165.92,107.36,-39.04,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,48.8,78.08,165.92,107.36,-39.04,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,48.8,78.08,165.92,107.36,-39.04,-19.52
43.92,0,-43.92,-19.52,43.92,-24.4,48.8,87.84,175.68,117.12,-39.04,-19.52
48.8,0,-48.8,-24.4,48.8,-24.4,48.8,87.84,175.68,117.12,-39.04,-19.52
53.68,0,-53.68,-24.4,53.68,-29.28,48.8,87.84,175.68,117.12,-39.04,-19.52
58.56,0,-58.56,-29.28,58.56,-29.28,48.8,87.84,175.68,117.12,-39.04,-19.52
58.56,0,-58.56,-29.28,58.56,-29.28,39.04,78.08,165.92,107.36,-29.28,-19.52
58.56,0,-58.56,-29.28,58.56,-29.28,39.04,78.08,165.92,107.36,-29.28,-19.52
58.56,0,-58.56,-29.28,58.56,-29.28,39.04,78.08,165.92,107.36,-29.28,-19.52
58.56,0,-58.56,-29.28,58.56,-29.28,39.04,78.08,165.92,107.36,-29.28,-19.52
58.56,9.76,-48.8,-34.16,53.68,-19.52,29.28,68.32,156.16,107.36,-39.04,-19.52
58.56,9.76,-48.8,-34.16,53.68,-19.52,29.28,68.32,156.16,107.36,-39.04,-19.52
58.56,9.76,-48.8,-34.16,53.68,-19.52,29.28,68.32,156.16,107.36,-39.04,-19.52
58.56,9.76,-48.8,-34.16,53.68,-19.52,29.28,68.32,156.16,107.36,-39.04,-19.52
68.32,0,-68.32,-34.16,68.32,-34.16,14.64,63.44,146.4,102.48,-48.8,-29.28
68.32,0,-68.32,-34.16,68.32,-34.16,9.76,58.56,146.4,97.6,-48.8,-29.28
68.32,0,-68.32,-34.16,68.32,-34.16,4.88,53.68,146.4,92.72,-48.8,-29.28
68.32,0,-68.32,-34.16,68.32,-34.16,0,48.8,146.4,87.84,-48.8,-29.28
68.32,0,-68.32,-34.16,68.32,-34.16,-14.64,39.04,136.64,82.96,-48.8,-39.04
68.32,0,-68.32,-34.16,68.32,-34.16,-19.52,29.28,126.88,78.08,-48.8,-39.04
68.32,0,-68.32,-34.16,68.32,-34.16,-24.4,19.52,117.12,73.2,-48.8,-39.04
68.32,0,-68.32,-34.16,68.32,-34.16,-29.28,9.76,107.36,68.32,-48.8,-39.04
68.32,9.76,-58.56,-39.04,63.44,-24.4,-29.28,-4.88,102.48,58.56,-53.68,-48.8
68.32,9.76,-58.56,-39.04,63.44,-24.4,-29.28,-9.76,97.6,58.56,-58.56,-48.8
68.32,9.76,-58.56,-39.04,63.44,-24.4,-29.28,-14.64,92.72,58.56,-63.44,-48.8
68.32,9.76,-58.56,-39.04,63.44,-24.4,-29.28,-19.52,87.84,58.56,-68.32,-48.8
63.44,9.76,-53.68,-34.16,58.56,-24.4,-39.04,-24.4,82.96,48.8,-78.08,-48.8
58.56,9.76,-48.8,-34.16,53.68,-19.52,-39.04,-29.28,78.08,48.8,-78.08,-48.8
53.68,9.76,-43.92,-29.28,48.8,-19.52,-39.04,-34.16,73.2,48.8,-78.08,-48.8
48.8,9.76,-39.04,-29.28,43.92,-14.64,-39.04,-39.04,68.32,48.8,-78.08,-48.8
58.56,19.52,-39.04,-39.04,48.8,-9.76,-39.04,-39.04,63.44,43.92,-87.84,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-39.04,-39.04,58.56,39.04,-87.84,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-39.04,-39.04,53.68,34.16,-87.84,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-39.04,-39.04,48.8,29.28,-87.84,-58.56
48.8,9.76,-39.04,-29.28,43.92,-14.64,-48.8,-48.8,48.8,29.28,-97.6,-58.56
48.8,9.76,-39.04,-29.28,43.92,-14.64,-48.8,-48.8,48.8,29.28,-97.6,-58.56
48.8,9.76,-39.04,-29.28,43.92,-14.64,-48.8,-48.8,48.8,29.28,-97.6,-58.56
48.8,9.76,-39.04,-29.28,43.92,-14.64,-48.8,-48.8,48.8,29.28,-97.6,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-58.56,-63.44,43.92,19.52,-102.48,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-58.56,-68.32,39.04,19.52,-107.36,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-58.56,-73.2,34.16,19.52,-112.24,-58.56
58.56,19.52,-39.04,-39.04,48.8,-9.76,-58.56,-78.08,29.28,19.52,-117.12,-58.56
53.68,19.52,-34.16,-34.16,43.92,-9.76,-58.56,-68.32,29.28,19.52,-117.12,-58.56
48.8,19.52,-29.28,-34.16,39.04,-4.88,-58.56,-68.32,29.28,19.52,-117.12,-58.56
43.92,19.52,-24.4,-29.28,34.16,-4.88,-58.56,-68.32,29.28,19.52,-117.12,-58.56
39.04,19.52,-19.52,-29.28,29.28,0,-58.56,-68.32,29.28,19.52,-117.12,-58.56
48.8,19.52,-29.28,-34.16,39.04,-4.88,-43.92,-63.44,39.04,29.28,-117.12,-58.56
48.8,19.52,-29.28,-34.16,39.04,-4.88,-39.04,-58.56,39.04,29.28,-117.12,-58.56
48.8,19.52,-29.28,-34.16,39.04,-4.88,-34.16,-53.68,39.04,29.28,-117.12,-58.56
48.8,19.52,-29.28,-34.16,39.04,-4.88,-29.28,-48.8,39.04,29.28,-117.12,-58.56
48.8,9.76,-39.04,-29.28,43.92,-14.64,-19.52,-43.92,43.92,39.04,-107.36,-53.68
48.8,9.76,-39.04,-29.28,43.92,-14.64,-19.52,-39.04,48.8,39.04,-107.36,-48.8
48.8,9.76,-39.04,-29.28,43.92,-14.64,-19.52,-34.16,53.68,39.04,-107.36,-43.92
48.8,9.76,-39.04,-29.28,43.92,-14.64,-19.52,-29.28,58.56,39.04,-107.36,-39.04
39.04,19.52,-19.52,-29.28,29.28,0,-14.64,-14.64,68.32,39.04,-97.6,-29.28
39.04,19.52,-19.52,-29.28,29.28,0,-9.76,-9.76,68.32,39.04,-97.6,-29.28
39.04,19.52,-19.52,-29.28,29.28,0,-4.88,-4.88,68.32,39.04,-97.6,-29.28
39.04,19.52,-19.52,-29.28,29.28,0,0,0,68.32,39.04,-97.6,-29.28
39.04,29.28,-9.76,-34.16,24.4,9.76,14.64,4.88,78.08,48.8,-87.84,-24.4
39.04,29.28,-9.76,-34.16,24.4,9.76,19.52,9.76,78.08,48.8,-87.84,-19.52
39.04,29.28,-9.76,-34.16,24.4,9.76,24.4,14.64,78.08,48.8,-87.84,-14.64
39.04,29.28,-9.76,-34.16,24.4,9.76,29.28,19.52,78.08,48.8,-87.84,-9.76
39.04,29.28,-9.76,-34.16,24.4,9.76,34.16,29.28,82.96,48.8,-87.84,0
39.04,29.28,-9.76,-34.16,24.4,9.76,39.04,39.04,87.84,48.8,-87.84,0
39.04,29.28,-9.76,-34.16,24.4,9.76,43.92,48.8,92.72,48.8,-87.84,0
39.04,29.28,-9.76,-34.16,24.4,9.76,48.8,58.56,97.6,48.8,-87.84,0
48.8,29.28,-19.52,-39.04,34.16,4.88,53.68,68.32,97.6,39.04,-97.6,0
48.8,29.28,-19.52,-39.04,34.16,4.88,58.56,68.32,97.6,39.04,-97.6,0
48.8,29.28,-19.52,-39.04,34.16,4.88,63.44,68.32,97.6,39.04,-97.6,0
48.8,29.28,-19.52,-39.04,34.16,4.88,68.32,68.32,97.6,39.04,-97.6,0
39.04,19.52,-19.52,-29.28,29.28,0,68.32,68.32,97.6,39.04,-97.6,0
39.04,19.52,-19.52,-29.28,29.28,0,68.32,68.32,97.6,39.04,-97.6,0
39.04,19.52,-19.52,-29.28,29.28,0,68.32,68.32,97.6,39.04,-97.6,0
39.04,19.52,-19.52,-29.28,29.28,0,68.32,68.32,97.6,39.04,-97.6,0
29.28,19.52,-9.76,-24.4,19.52,4.88,68.32,68.32,87.84,39.04,-97.6,9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,68.32,68.32,87.84,39.04,-97.6,9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,68.32,68.32,87.84,39.04,-97.6,9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,68.32,68.32,87.84,39.04,-97.6,9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,58.56,68.32,78.08,29.28,-107.36,0
29.28,19.52,-9.76,-24.4,19.52,4.88,58.56,68.32,78.08,29.28,-107.36,0
29.28,19.52,-9.76,-24.4,19.52,4.88,58.56,68.32,78.08,29.28,-107.36,0
29.28,19.52,-9.76,-24.4,19.52,4.88,58.56,68.32,78.08,29.28,-107.36,0
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,58.56,73.2,14.64,-112.24,-9.76
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,58.56,68.32,9.76,-117.12,-9.76
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,58.56,63.44,4.88,-122,-9.76
29.28,9.76,-19.52,-19.52,24.4,-4.88,48.8,58.56,58.56,0,-126.88,-9.76
39.04,9.76,-29.28,-24.4,34.16,-9.76,43.92,43.92,53.68,-9.76,-131.76,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,39.04,39.04,48.8,-9.76,-136.64,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,34.16,34.16,43.92,-9.76,-141.52,-19.52
39.04,9.76,-29.28,-24.4,34.16,-9.76,29.28,29.28,39.04,-9.76,-146.4,-19.52
39.04,19.52,-19.52,-29.28,29.28,0,39.04,34.16,48.8,-9.76,-146.4,-9.76
39.04,19.52,-19.52,-29.28,29.28,0,39.04,39.04,48.8,-9.76,-146.4,-9.76
39.04,19.52,-19.52,-29.28,29.28,0,39.04,43.92,48.8,-9.76,-146.4,-9.76
39.04,19.52,-19.52,-29.28,29.28,0,39.04,48.8,48.8,-9.76,-146.4,-9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,48.8,48.8,-9.76,-146.4,-9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,48.8,48.8,-9.76,-146.4,-9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,48.8,48.8,-9.76,-146.4,-9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,48.8,48.8,-9.76,-146.4,-9.76
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,34.16,39.04,-19.52,-156.16,-19.52
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,29.28,39.04,-19.52,-156.16,-19.52
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,24.4,39.04,-19.52,-156.16,-19.52
29.28,19.52,-9.76,-24.4,19.52,4.88,39.04,19.52,39.04,-19.52,-156.16,-19.52
29.28,29.28,0,-29.28,14.64,14.64,39.04,29.28,39.04,-9.76,-146.4,-19.52
29.28,29.28,0,-29.28,14.64,14.64,39.04,29.28,39.04,-9.76,-146.4,-19.52
29.28,29.28,0,-29.28,14.64,14.64,39.04,29.28,39.04,-9.76,-146.4,-19.52
29.28,29.28,0,-29.28,14.64,14.64,39.04,29.28,39.04,-9.76,-146.4,-19.52
29.28,39.04,9.76,-34.16,9.76,24.4,43.92,34.16,43.92,0,-141.52,-14.64
29.28,39.04,9.76,-34.16,9.76,24.4,48.8,39.04,48.8,0,-136.64,-9.76
29.28,39.04,9.76,-34.16,9.76,24.4,53.68,43.92,53.68,0,-131.76,-4.88
29.28,39.04,9.76,-34.16,9.76,24.4,58.56,48.8,58.56,0,-126.88,0
29.28,39.04,9.76,-34.16,9.76,24.4,58.56,58.56,63.44,4.88,-117.12,0
29.28,39.04,9.76,-34.16,9.76,24.4,58.56,58.56,68.32,9.76,-117.12,0
29.28,39.04,9.76,-34.16,9.76,24.4,58.56,58.56,73.2,14.64,-117.12,0
29.28,39.04,9.76,-34.16,9.76,24.4,58.56,58.56,78.08,19.52,-117.12,0
39.04,39.04,0,-39.04,19.52,19.52,68.32,68.32,68.32,19.52,-117.12,0
39.04,39.04,0,-39.04,19.52,19.52,68.32,68.32,68.32,19.52,-117.12,0
39.04,39.04,0,-39.04,19.52,19.52,68.32,68.32,68.32,19.52,-117.12,0
39.04,39.04,0,-39.04,19.52,19.52,68.32,68.32,68.32,19.52,-117.12,0
48.8,48.8,0,-48.8,24.4,24.4,68.32,68.32,78.08,29.28,-117.12,0
48.8,48.8,0,-48.8,24.4,24.4,68.32,68.32,78.08,29.28,-117.12,0
48.8,48.8,0,-48.8,24.4,24.4,68.32,68.32,78.08,29.28,-117.12,0
48.8,48.8,0,-48.8,24.4,24.4,68.32,68.32,78.08,29.28,-117.12,0
39.04,39.04,0,-39.04,19.52,19.52,78.08,78.08,87.84,29.28,-117.12,-9.76
39.04,39.04,0,-39.04,19.52,19.52,78.08,78.08,87.84,29.28,-117.12,-9.76
39.04,39.04,0,-39.04,19.52,19.52,78.08,78.08,87.84,29.28,-117.12,-9.76
39.04,39.04,0,-39.04,19.52,19.52,78.08,78.08,87.84,29.28,-117.12,-9.76
43.92,43.92,0,-43.92,19.52,19.52,87.84,87.84,97.6,39.04,-117.12,-9.76
48.8,48.8,0,-48.8,24.4,24.4,87.84,87.84,97.6,39.04,-117.12,-9.76
53.68,53.68,0,-53.68,24.4,24.4,87.84,87.84,97.6,39.04,-117.12,-9.76
58.56,58.56,0,-58.56,29.28,29.28,87.84,87.84,97.6,39.04,-117.12,-9.76
48.8,53.68,4.88,-48.8,19.52,29.28,97.6,102.48,102.48,39.04,-112.24,0
48.8,48.8,0,-48.8,24.4,24.4,97.6,107.36,107.36,39.04,-107.36,0
48.8,43.92,-4.88,-43.92,24.4,19.52,97.6,112.24,112.24,39.04,-102.48,0
48.8,39.04,-9.76,-43.92,29.28,14.64,97.6,117.12,117.12,39.04,-97.6,0
48.8,39.04,-9.76,-43.92,29.28,14.64,107.36,126.88,126.88,48.8,-97.6,9.76
48.8,39.04,-9.76,-43.92,29.28,14.64,107.36,126.88,126.88,48.8,-97.6,9.76
48.8,39.04,-9.76,-43.92,29.28,14.64,107.36,126.88,126.88,48.8,-97.6,9.76
48.8,39.04,-9.76,-43.92,29.28,14.64,107.36,126.88,126.88,48.8,-97.6,9.76
58.56,39.04,-19.52,-48.8,39.04,9.76,97.6,126.88,126.88,48.8,-97.6,0
58.56,39.04,-19.52,-48.8,39.04,9.76,97.6,126.88,126.88,48.8,-97.6,0
58.56,39.04,-19.52,-48.8,39.04,9.76,97.6,126.88,126.88,48.8,-97.6,0
58.56,39.04,-19.52,-48.8,39.04,9.76,97.6,126.88,126.88,48.8,-97.6,0
58.56,29.28,-29.28,-43.92,43.92,0,107.36,136.64,136.64,58.56,-87.84,9.76
58.56,29.28,-29.28,-43.92,43.92,0,107.36,136.64,136.64,58.56,-87.84,9.76
58.56,29.28,-29.28,-43.92,43.92,0,107.36,136.64,136.64,58.56,-87.84,9.76
58.56,29.28,-29.28,-43.92,43.92,0,107.36,136.64,136.64,58.56,-87.84,9.76
68.32,39.04,-29.28,-53.68,48.8,4.88,102.48,126.88,126.88,58.56,-78.08,19.52
68.32,39.04,-29.28,-53.68,48.8,4.88,97.6,126.88,126.88,58.56,-78.08,19.52
68.32,39.04,-29.28,-53.68,48.8,4.88,92.72,126.88,126.88,58.56,-78.08,19.52
68.32,39.04,-29.28,-53.68,48.8,4.88,87.84,126.88,126.88,58.56,-78.08,19.52
58.56,48.8,-9.76,-53.68,34.16,19.52,68.32,117.12,122,68.32,-73.2,24.4
58.56,48.8,-9.76,-53.68,34.16,19.52,58.56,107.36,117.12,68.32,-68.32,29.28
58.56,48.8,-9.76,-53.68,34.16,19.52,48.8,97.6,112.24,68.32,-63.44,34.16
58.56,48.8,-9.76,-53.68,34.16,19.52,39.04,87.84,107.36,68.32,-58.56,39.04
53.68,58.56,4.88,-53.68,24.4,29.28,34.16,78.08,102.48,63.44,-58.56,39.04
48.8,58.56,9.76,-53.68,19.52,34.16,29.28,68.32,97.6,58.56,-58.56,39.04
43.92,58.56,14.64,-48.8,14.64,34.16,24.4,58.56,92.72,53.68,-58.56,39.04
39.04,58.56,19.52,-48.8,9.76,39.04,19.52,48.8,87.84,48.8,-58.56,39.04
39.04,48.8,9.76,-43.92,14.64,29.28,14.64,39.04,73.2,43.92,-73.2,34.16
39.04,48.8,9.76,-43.92,14.64,29.28,9.76,29.28,68.32,39.04,-78.08,29.28
39.04,48.8,9.76,-43.92,14.64,29.28,4.88,19.52,63.44,34.16,-82.96,24.4
39.04,48.8,9.76,-43.92,14.64,29.28,0,9.76,58.56,29.28,-87.84,19.52
48.8,48.8,0,-48.8,24.4,24.4,0,14.64,58.56,19.52,-87.84,9.76
43.92,43.92,0,-43.92,19.52,19.52,9.76,19.52,63.44,19.52,-87.84,9.76
29.28,43.92,14.64,-34.16,4.88,29.28,9.76,24.4,63.44,29.28,-82.96,24.4
29.28,43.92,14.64,-34.16,4.88,29.28,9.76,29.28,63.44,29.28,-82.96,24.4
48.8,58.56,9.76,-53.68,19.52,34.16,14.64,19.52,53.68,19.52,-92.72,14.64
48.8,58.56,9.76,-53.68,19.52,34.16,14.64,19.52,63.44,14.64,-82.96,14.64
48.8,53.68,4.88,-48.8,19.52,29.28,14.64,24.4,68.32,14.64,-82.96,9.76
48.8,53.68,4.88,-48.8,19.52,29.28,4.88,24.4,68.32,9.76,-87.84,9.76
43.92,53.68,9.76,-48.8,14.64,29.28,19.52,29.28,73.2,19.52,-78.08,14.64
39.04,53.68,14.64,-43.92,9.76,34.16,24.4,39.04,63.44,19.52,-78.08,14.64
34.16,58.56,24.4,-43.92,4.88,39.04,29.28,43.92,63.44,19.52,-78.08,14.64
29.28,58.56,29.28,-43.92,0,43.92,34.16,43.92,63.44,19.52,-78.08,9.76
19.52,48.8,29.28,-34.16,-4.88,39.04,39.04,53.68,73.2,29.28,-87.84,19.52
24.4,43.92,19.52,-34.16,0,29.28,39.04,53.68,73.2,19.52,-87.84,19.52
29.28,43.92,14.64,-34.16,4.88,29.28,39.04,43.92,63.44,19.52,-87.84,19.52
29.28,43.92,14.64,-34.16,4.88,29.28,43.92,43.92,63.44,19.52,-87.84,24.4
14.64,43.92,29.28,-29.28,-9.76,34.16,43.92,53.68,68.32,24.4,-78.08,14.64
14.64,48.8,34.16,-29.28,-9.76,39.04,48.8,53.68,73.2,24.4,-78.08,9.76
14.64,48.8,34.16,-29.28,-9.76,39.04,53.68,53.68,78.08,24.4,-78.08,9.76
14.64,48.8,34.16,-29.28,-9.76,39.04,53.68,53.68,82.96,24.4,-78.08,9.76
24.4,48.8,24.4,-34.16,0,34.16,48.8,53.68,82.96,14.64,-87.84,9.76
29.28,48.8,19.52,-39.04,4.88,34.16,48.8,53.68,82.96,9.76,-87.84,9.76
34.16,48.8,14.64,-39.04,9.76,29.28,53.68,48.8,78.08,9.76,-87.84,4.88
39.04,48.8,9.76,-43.92,14.64,29.28,58.56,43.92,78.08,9.76,-87.84,4.88
39.04,43.92,4.88,-39.04,14.64,24.4,53.68,53.68,78.08,19.52,-73.2,9.76
34.16,43.92,9.76,-39.04,9.76,24.4,53.68,58.56,78.08,24.4,-73.2,14.64
34.16,39.04,4.88,-34.16,14.64,19.52,53.68,58.56,82.96,24.4,-78.08,19.52
39.04,34.16,-4.88,-34.16,19.52,14.64,53.68,58.56,82.96,19.52,-82.96,24.4
48.8,43.92,-4.88,-43.92,24.4,19.52,53.68,48.8,78.08,19.52,-73.2,14.64
48.8,43.92,-4.88,-43.92,24.4,19.52,53.68,48.8,73.2,19.52,-68.32,14.64
43.92,39.04,-4.88,-39.04,24.4,14.64,53.68,48.8,68.32,24.4,-68.32,14.64
43.92,34.16,-9.76,-39.04,24.4,9.76,53.68,53.68,63.44,24.4,-68.32,14.64
39.04,34.16,-4.88,-34.16,19.52,14.64,68.32,63.44,63.44,19.52,-78.08,24.4
34.16,34.16,0,-34.16,14.64,14.64,68.32,63.44,63.44,9.76,-78.08,24.4
34.16,34.16,0,-34.16,14.64,14.64,63.44,53.68,63.44,4.88,-78.08,24.4
29.28,34.16,4.88,-29.28,9.76,19.52,63.44,53.68,53.68,0,-82.96,24.4
43.92,24.4,-19.52,-34.16,29.28,0,53.68,53.68,53.68,0,-82.96,9.76
43.92,24.4,-19.52,-34.16,29.28,0,53.68,53.68,53.68,0,-78.08,9.76
34.16,24.4,-9.76,-29.28,19.52,4.88,53.68,53.68,53.68,0,-78.08,14.64
34.16,24.4,-9.76,-29.28,19.52,4.88,63.44,53.68,53.68,0,-78.08,14.64
34.16,34.16,0,-34.16,14.64,14.64,53.68,48.8,48.8,-9.76,-78.08,0
34.16,39.04,4.88,-34.16,14.64,19.52,53.68,43.92,48.8,-9.76,-78.08,0
34.16,39.04,4.88,-34.16,14.64,19.52,53.68,39.04,48.8,-4.88,-78.08,4.88
39.04,39.04,0,-39.04,19.52,19.52,53.68,39.04,48.8,-4.88,-78.08,4.88
43.92,34.16,-9.76,-39.04,24.4,9.76,43.92,48.8,48.8,-14.64,-87.84,-4.88
43.92,29.28,-14.64,-34.16,29.28,4.88,48.8,48.8,48.8,-14.64,-87.84,-4.88
43.92,19.52,-24.4,-29.28,34.16,-4.88,58.56,48.8,48.8,-14.64,-82.96,0
39.04,14.64,-24.4,-24.4,29.28,-4.88,58.56,48.8,53.68,-9.76,-82.96,4.88
48.8,14.64,-34.16,-29.28,39.04,-9.76,48.8,48.8,48.8,-19.52,-73.2,0
48.8,14.64,-34.16,-29.28,39.04,-9.76,48.8,43.92,43.92,-19.52,-73.2,-4.88
53.68,19.52,-34.16,-34.16,43.92,-9.76,43.92,39.04,39.04,-19.52,-73.2,-9.76
53.68,24.4,-29.28,-39.04,39.04,-4.88,43.92,34.16,34.16,-19.52,-73.2,-14.64
48.8,34.16,-14.64,-39.04,29.28,9.76,43.92,24.4,24.4,-29.28,-73.2,-4.88
43.92,34.16,-9.76,-39.04,24.4,9.76,43.92,24.4,24.4,-29.28,-73.2,-4.88
34.16,34.16,0,-34.16,14.64,14.64,43.92,24.4,24.4,-29.28,-73.2,-4.88
29.28,29.28,0,-29.28,14.64,14.64,43.92,24.4,24.4,-29.28,-73.2,-4.88
48.8,29.28,-19.52,-39.04,34.16,4.88,39.04,24.4,24.4,-19.52,-73.2,-4.88
53.68,29.28,-24.4,-39.04,39.04,0,39.04,24.4,24.4,-19.52,-73.2,-4.88
58.56,29.28,-29.28,-43.92,43.92,0,39.04,24.4,24.4,-19.52,-73.2,-4.88
63.44,24.4,-39.04,-43.92,48.8,-9.76,39.04,24.4,24.4,-19.52,-73.2,-4.88
