I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
297.68,614.88,317.2,-453.84,-9.76,463.6,-78.08,58.56,527.04,732,766.16,575.84
253.76,683.2,429.44,-468.48,-87.84,556.32,-102.48,-82.96,590.48,873.52,893.04,663.68
204.96,702.72,497.76,-453.84,-146.4,600.24,-97.6,-209.84,634.4,961.36,956.48,697.84
102.48,653.92,551.44,-375.76,-224.48,600.24,-63.44,-322.08,595.36,878.4,873.52,639.28
-4.88,536.8,541.68,-263.52,-273.28,536.8,-39.04,-453.84,448.96,668.56,668.56,522.16
-82.96,400.16,483.12,-156.16,-283.04,439.2,-39.04,-610,253.76,429.44,458.72,390.4
-165.92,263.52,429.44,-48.8,-297.68,346.48,-43.92,-722.24,63.44,200.08,239.12,253.76
-244,156.16,400.16,43.92,-322.08,278.16,-53.68,-790.56,-92.72,14.64,58.56,131.76
-297.68,48.8,346.48,126.88,-322.08,195.2,-53.68,-834.48,-234.24,-141.52,-78.08,29.28
-297.68,-29.28,268.4,165.92,-283.04,117.12,-63.44,-819.84,-317.2,-234.24,-146.4,-29.28
-278.16,-68.32,209.84,175.68,-244,68.32,-58.56,-780.8,-351.36,-278.16,-175.68,-63.44
-263.52,-102.48,161.04,185.44,-214.72,29.28,-48.8,-727.12,-361.12,-287.92,-180.56,-82.96
-244,-131.76,112.24,190.32,-180.56,-9.76,-48.8,-653.92,-336.72,-283.04,-185.44,-97.6
-214.72,-146.4,68.32,180.56,-141.52,-39.04,-24.4,-566.08,-302.56,-273.28,-190.32,-112.24
-185.44,-151.28,34.16,170.8,-112.24,-58.56,-9.76,-453.84,-263.52,-248.88,-175.68,-117.12
-151.28,-141.52,9.76,146.4,-82.96,-68.32,19.52,-326.96,-204.96,-209.84,-151.28,-102.48
-122,-131.76,-9.76,126.88,-58.56,-73.2,39.04,-234.24,-161.04,-175.68,-141.52,-107.36
-102.48,-122,-19.52,112.24,-43.92,-73.2,63.44,-156.16,-131.76,-161.04,-131.76,-102.48
-87.84,-102.48,-14.64,97.6,-39.04,-58.56,78.08,-92.72,-92.72,-131.76,-112.24,-87.84
-68.32,-97.6,-29.28,82.96,-19.52,-63.44,82.96,-48.8,-73.2,-117.12,-107.36,-92.72
-68.32,-97.6,-29.28,82.96,-19.52,-63.44,78.08,-19.52,-63.44,-102.48,-102.48,-97.6
-58.56,-102.48,-43.92,82.96,-9.76,-73.2,82.96,0,-43.92,-92.72,-92.72,-87.84
-63.44,-112.24,-48.8,87.84,-9.76,-82.96,73.2,0,-39.04,-82.96,-87.84,-82.96
-58.56,-102.48,-43.92,82.96,-9.76,-73.2,68.32,0,-34.16,-73.2,-82.96,-82.96
-63.44,-97.6,-34.16,82.96,-14.64,-68.32,63.44,4.88,-24.4,-63.44,-73.2,-82.96
-58.56,-97.6,-39.04,78.08,-9.76,-68.32,73.2,14.64,-19.52,-53.68,-68.32,-82.96
-48.8,-82.96,-34.16,68.32,-9.76,-58.56,68.32,14.64,-24.4,-58.56,-68.32,-87.84
-53.68,-78.08,-24.4,68.32,-14.64,-53.68,68.32,24.4,-29.28,-58.56,-58.56,-92.72
-43.92,-73.2,-29.28,58.56,-9.76,-53.68,58.56,24.4,-29.28,-58.56,-58.56,-92.72
